Abbey Street  	 thursday-1
Newtoft Street  	 friday-2
Newton Street  	 friday-2
Nichollfield  	 friday-1
Niddrie Cottages  	 thursday-1
Niddrie Farm Grove  	 tuesday-2
Niddrie House Avenue  	 tuesday-2
Niddrie House Drive  	 tuesday-2
Niddrie House Gardens  	 tuesday-2
Niddrie House Park  	 tuesday-2
Niddrie House Square  	 tuesday-2
Niddrie Mains Court  	 tuesday-2
Niddrie Mains Drive  	 tuesday-2
Niddrie Mains Road  	 tuesday-2
Niddrie Marischal Crescent  	 tuesday-2
Niddrie Marischal Drive  	 tuesday-2
Niddrie Marischal Gardens  	 tuesday-2
Niddrie Marischal Green  	 tuesday-2
Niddrie Marischal Grove  	 tuesday-2
Niddrie Marischal Loan  	 tuesday-2
Niddrie Marischal Place  	 tuesday-2
Niddrie Marischal Road  	 tuesday-2
Niddrie Marischal Street  	 tuesday-2
Niddrie Mill Avenue  	 tuesday-2
Niddrie Mill Crescent  	 tuesday-2
Niddrie Mill Drive  	 tuesday-2
Niddrie Mill Place  	 tuesday-2
Niddrie Mill Terrace  	 tuesday-2
Nigel Loan  	 friday-1
Nile Grove  	 wednesday-2
Nisbett Walk  	 friday-2
Noble Place  	 thursday-2
North Bughtlin Bank  	 friday-2
North Bughtlin Brae  	 friday-2
North Bughtlin Gate  	 friday-2
North Bughtlin Neuk  	 friday-2
North Bughtlinfield  	 friday-2
North Bughtlinrig  	 friday-2
North Bughtlinside  	 friday-2
North East Circus Place  	 tuesday-2
North Fort Street  	 friday-1
North Greens  	 thursday-1
North Gyle Avenue  	 friday-1
North Gyle Drive  	 friday-1
North Gyle Farm Court  	 friday-1
North Gyle Farm Lane  	 friday-1
North Gyle Grove  	 friday-1
North Gyle Loan  	 friday-1
North Gyle Park  	 friday-1
North Gyle Road  	 friday-1
North Gyle Terrace  	 friday-1
North Hillhousefield  	 friday-1
North Meggetland  	 tuesday-1
North Park Terrace  	 thursday-2
North Peffer Place  	 tuesday-2
North Platt Crescent  	 wednesday-2
North Platt Gardens  	 wednesday-2
North Street  	 wednesday-2
North West Circus Place  	 tuesday-2
Northfield Avenue  	 wednesday-2
Northfield Broadway  	 wednesday-2
Northfield Circus  	 wednesday-2
Northfield Crescent  	 wednesday-2
Northfield Drive  	 thursday-2
Northfield Farm Avenue  	 wednesday-2
Northfield Farm Road  	 wednesday-2
Northfield Gardens  	 friday-2
Northfield Grove  	 thursday-2
Northfield Park  	 wednesday-2
Northfield Park Grove  	 wednesday-2
Northfield Road  	 wednesday-2
Northfield Square  	 friday-2
Northfield Terrace  	 wednesday-2
Northlawn Terrace  	 thursday-1
Northumberland Street  	 tuesday-2
Oak Lane  	 thursday-2
Oakfield Place  	 wednesday-2
Oaklands Square  	 thursday-2
Oakville Terrace  	 thursday-2
Oakwood Court  	 thursday-2
Observatory Green  	 tuesday-2
Observatory Road  	 tuesday-2
Ochil Court  	 wednesday-1
Ochiltree Gardens  	 wednesday-2
Ogilvie Terrace  	 friday-1
Old Burdiehouse Road  	 thursday-2
Old Church Lane  	 friday-2
Old Farm Avenue  	 tuesday-2
Old Farm Place  	 tuesday-2
Old Kirk Road  	 friday-2
Old Liston Road  	 wednesday-2
Old Mill Lane  	 wednesday-2
Old Newmills Road  	 wednesday-1
Old Quarry Road  	 wednesday-2
Oliver Close  	 thursday-2
Orchard Bank  	 thursday-2
Orchard Brae  	 thursday-2
Orchard Brae Avenue  	 thursday-2
Orchard Brae Gardens  	 thursday-2
Orchard Brae Gardens West  	 thursday-2
Orchard Brae West  	 thursday-2
Orchard Crescent  	 thursday-2
Orchard Drive  	 thursday-2
Orchard Grove  	 thursday-2
Orchard Place  	 thursday-2
Orchard Road  	 thursday-2
Orchard Road South  	 thursday-2
Orchard Terrace  	 thursday-2
Orchardfield Avenue  	 wednesday-2
Orchardhead Loan  	 wednesday-2
Orchardhead Road  	 wednesday-2
Ormelie Terrace  	 tuesday-1
Ormidale Terrace  	 tuesday-1
Ormiston Terrace  	 friday-2
Orrok Park  	 friday-1
Osborne Terrace  	 tuesday-1
Oswald Road  	 tuesday-2
Oswald Terrace  	 thursday-1
Otterburn Park  	 wednesday-1
Overton Farm Road  	 tuesday-1
Owen View  	 tuesday-1
Oxford Street  	 thursday-1
Oxford Terrace  	 thursday-2
Oxgangs Avenue  	 wednesday-1
Oxgangs Bank  	 wednesday-1
Oxgangs Brae  	 thursday-1
Oxgangs Crescent  	 wednesday-1
Oxgangs Farm Avenue  	 friday-1
Oxgangs Farm Drive  	 friday-1
Oxgangs Farm Gardens  	 friday-1
Oxgangs Farm Grove  	 friday-1
Oxgangs Farm Loan  	 friday-1
Oxgangs Farm Terrace  	 friday-1
Oxgangs Gardens  	 wednesday-1
Oxgangs Green  	 wednesday-1
Oxgangs Hill  	 wednesday-1
Oxgangs Loan  	 wednesday-1
Oxgangs Medway  	 thursday-1
Oxgangs Park  	 wednesday-1
Oxgangs Path East  	 thursday-1
Oxgangs Place  	 wednesday-1
Oxgangs Rise  	 wednesday-1
Oxgangs Road  	 thursday-1
Oxgangs Row  	 wednesday-1
Oxgangs Street  	 wednesday-1
Oxgangs Terrace  	 tuesday-1
Oxgangs View  	 thursday-1
Packard Street  	 tuesday-2
Paisley Avenue  	 thursday-2
Paisley Drive  	 thursday-2
Paisley Gardens  	 thursday-2
Paisley Grove  	 thursday-2
Paisley Terrace  	 thursday-2
Palmer Place  	 wednesday-1
Palmer Road  	 wednesday-1
Palmerston Place  	 tuesday-1
Palmerston Place Lane  	 wednesday-1
Palmerston Road  	 wednesday-1
Panmure Place  	 tuesday-2
Pape's Cottages  	 wednesday-1
Park Avenue  	 wednesday-1
Park Crescent  	 thursday-2
Park Gardens  	 thursday-2
Park Grove  	 thursday-2
Park Place  	 tuesday-1
Park Road  	 tuesday-1
Park Terrace  	 thursday-1
Park View  	 thursday-1
Parker Avenue  	 tuesday-2
Parker Terrace  	 tuesday-2
Parkgrove Avenue  	 tuesday-2
Parkgrove Bank  	 tuesday-2
Parkgrove Crescent  	 tuesday-2
Parkgrove Drive  	 tuesday-2
Parkgrove Gardens  	 tuesday-2
Parkgrove Green  	 tuesday-2
Parkgrove Loan  	 tuesday-2
Parkgrove Neuk  	 tuesday-2
Parkgrove Path  	 tuesday-1
Parkgrove Place  	 tuesday-2
Parkgrove Road  	 tuesday-2
Parkgrove Row  	 tuesday-2
Parkgrove Street  	 tuesday-2
Parkgrove Terrace  	 tuesday-2
Parkgrove View  	 tuesday-2
Parkhead Avenue  	 wednesday-2
Parkhead Crescent  	 wednesday-2
Parkhead Drive  	 wednesday-2
Parkhead Gardens  	 wednesday-2
Parkhead Grove  	 wednesday-2
Parkhead Loan  	 wednesday-2
Parkhead Place  	 wednesday-2
Parkhead Street  	 wednesday-2
Parkhead Terrace  	 wednesday-2
Parkhead View  	 thursday-1
Parkside  	 wednesday-2
Parkside Terrace  	 wednesday-2
Parkvale Place  	 thursday-2
Parrotshot  	 thursday-1
Parsons Green Terrace  	 thursday-2
Paterson Place  	 tuesday-2
Path Brae  	 thursday-1
Paties Road  	 wednesday-1
Paton Place  	 thursday-1
Pavilion Crescent  	 tuesday-1
Paxton Wynd  	 thursday-1
Peacocktail Close  	 thursday-1
Pearce Avenue  	 thursday-2
Pearce Grove  	 thursday-2
Pearce Road  	 thursday-2
Peatville Gardens  	 wednesday-2
Peatville Terrace  	 wednesday-2
Peebles Terrace  	 thursday-2
Peel Terrace  	 thursday-1
Peffer Bank  	 tuesday-2
Peggy's Mill Road  	 tuesday-1
Pembroke Place  	 wednesday-1
Peniel Road  	 tuesday-1
Pennywell Cottages  	 tuesday-2
Pennywell Gardens  	 thursday-2
Pennywell Grove  	 thursday-2
Pennywell Medway  	 thursday-2
Pennywell Place  	 thursday-2
Pennywell Road  	 friday-2
Pennywell Villas  	 tuesday-2
Pentland Crescent  	 thursday-2
Pentland Drive  	 wednesday-1
Pentland Gardens  	 thursday-2
Pentland Grove  	 thursday-2
Pentland Place  	 wednesday-1
Pentland Road  	 thursday-2
Pentland Terrace  	 thursday-2
Pentland View Road  	 thursday-1
Pentland Villas  	 tuesday-1
Perdrixknowe  	 tuesday-1
Perth Street  	 tuesday-2
Peveril Terrace  	 friday-1
Philip Terrace  	 wednesday-2
Pier Place  	 tuesday-1
Piersfield Grove  	 tuesday-1
Piersfield Place  	 tuesday-1
Piersfield Terrace  	 tuesday-1
Piershill Terrace  	 wednesday-2
Pikes Pool Drive  	 thursday-1
Pillans Square  	 wednesday-1
Pilmuir Grove  	 friday-1
Pilrig Cottages  	 friday-1
Pilrig Gardens  	 thursday-2
Pilrig Heights  	 thursday-2
Pilrig Street  	 friday-1
Pilton Avenue  	 friday-2
Pilton Crescent  	 friday-2
Pilton Drive  	 friday-2
Pilton Drive North  	 friday-2
Pilton Gardens  	 friday-2
Pilton Loan  	 friday-2
Pilton Park  	 friday-2
Pilton Place  	 friday-2
Pincott Drive  	 thursday-2
Pincott Lane  	 thursday-2
Pinegrove Gardens  	 tuesday-1
Pinkhill  	 friday-2
Pinkhill Park  	 thursday-1
Pirniefield Bank  	 thursday-2
Pirniefield Gardens  	 thursday-2
Pirniefield Grove  	 thursday-2
Pirniefield Place  	 wednesday-1
Pirniefield Terrace  	 wednesday-1
Pitcairn Grove  	 tuesday-1
Pitlochry Place  	 thursday-1
Pitsligo Road  	 tuesday-2
Pitt Street  	 friday-1
Pittville Street  	 tuesday-1
Pleasance  	 wednesday-2
Plewlandcroft  	 wednesday-1
Plewlands Avenue  	 thursday-1
Plewlands Gardens  	 thursday-1
Plewlands Place  	 wednesday-1
Plewlands Terrace  	 thursday-1
Pleydell Place  	 friday-1
Pollard Glebe  	 tuesday-2
Polwarth Crescent  	 friday-1
Polwarth Gardens  	 friday-1
Polwarth Grove  	 friday-1
Polwarth Park  	 friday-1
Polwarth Place  	 friday-1
Polwarth Terrace  	 friday-1
Poplar Lane  	 wednesday-1
Portland Street  	 friday-1
Portmore Drive  	 thursday-2
Portobello High Street  	 friday-2
Powderhall Road  	 friday-1
Prestonfield Avenue  	 thursday-1
Prestonfield Bank  	 thursday-1
Prestonfield Crescent  	 thursday-1
Prestonfield Gardens  	 thursday-1
Prestonfield Road  	 thursday-1
Prestonfield Terrace  	 thursday-1
Priestfield Avenue  	 thursday-1
Priestfield Crescent  	 thursday-1
Priestfield Gardens  	 thursday-1
Priestfield Grove  	 thursday-1
Priestfield Road  	 thursday-1
Priestfield Road North  	 thursday-1
Priesthill Place  	 wednesday-2
Priesthill Street  	 wednesday-2
Primrose Bank Road  	 wednesday-1
Primrose Gardens  	 wednesday-1
Primrose Terrace  	 wednesday-1
Prince Regent Street  	 friday-1
Princess Mary Road  	 tuesday-2
Pringle Drive  	 tuesday-2
Printonan Crescent  	 wednesday-2
Priory Grove  	 wednesday-1
Promenade  	 friday-2
Prospect Bank Crescent  	 wednesday-1
Prospect Bank Gardens  	 wednesday-1
Prospect Bank Grove  	 wednesday-1
Prospect Bank Place  	 wednesday-1
Prospect Bank Road  	 wednesday-1
Prospect Bank Terrace  	 wednesday-1
Provost Milne Grove  	 tuesday-2
Quality Street  	 thursday-1
Quality Street Lane  	 thursday-1
Quarry Cottages  	 thursday-1
Quarrybank  	 wednesday-2
Quarrybank Close  	 wednesday-2
Quarrybank Court  	 wednesday-2
Quarrybank End  	 wednesday-2
Quarrypark Drive  	 wednesday-2
Quarryview  	 wednesday-2
Queen Charlotte Street  	 wednesday-1
Queen Margaret Close  	 tuesday-1
Queen Margaret Drive  	 wednesday-1
Queen's Avenue  	 wednesday-2
Queen's Avenue South  	 wednesday-2
Queen's Bay Crescent  	 wednesday-1
Queen's Crescent  	 thursday-1
Queen's Gardens  	 wednesday-2
Queen's Park Avenue  	 thursday-1
Queen's Road  	 wednesday-2
Queensferry Terrace  	 thursday-2
Quintinshill Place  	 friday-1
Raeburn Place  	 thursday-2
Ramslack Street  	 wednesday-1
Randolph Crescent  	 wednesday-1
Rankeillor Street  	 wednesday-2
Rankin Avenue  	 tuesday-2
Rankin Drive  	 tuesday-2
Rankin Road  	 tuesday-1
Rannoch Grove  	 thursday-2
Rannoch Place  	 thursday-2
Rannoch Road  	 thursday-2
Rannoch Terrace  	 thursday-2
Ransome Gardens  	 thursday-2
Ratho Mains  	 tuesday-1
Ratho Park Road  	 wednesday-2
Rattray Drive  	 tuesday-1
Rattray Grove  	 tuesday-1
Rattray Loan  	 tuesday-1
Rattray Way  	 tuesday-1
Ravelrig Drive  	 friday-1
Ravelrig Gait  	 friday-1
Ravelrig Hill  	 friday-1
Ravelrig Park  	 friday-1
Ravelrig Road  	 friday-1
Ravelrig Wynd  	 friday-1
Ravelston Dykes  	 tuesday-1
Ravelston Dykes Lane  	 thursday-1
Ravelston House Grove  	 wednesday-2
Ravelston House Loan  	 wednesday-2
Ravelston House Park  	 wednesday-2
Ravelston House Road  	 wednesday-2
Ravelston Park  	 tuesday-1
Ravelston Place  	 tuesday-1
Ravelston Rise  	 tuesday-1
Ravelston Terrace  	 tuesday-1
Ravenscroft Gardens  	 friday-2
Ravenscroft Place  	 friday-2
Ravenscroft Street  	 friday-2
Redbraes Grove  	 friday-1
Redbraes Place  	 friday-1
Redford Avenue  	 tuesday-2
Redford Bank  	 friday-1
Redford Crescent  	 tuesday-2
Redford Drive  	 tuesday-2
Redford Gardens  	 friday-1
Redford Grove  	 friday-1
Redford Loan  	 tuesday-2
Redford Neuk  	 friday-1
Redford Place  	 friday-1
Redford Terrace  	 tuesday-2
Redford Walk  	 friday-1
Redgauntlet Terrace  	 friday-1
Redhall Avenue  	 wednesday-2
Redhall Bank Road  	 thursday-2
Redhall Crescent  	 thursday-1
Redhall Drive  	 wednesday-2
Redhall Gardens  	 wednesday-2
Redhall Grove  	 wednesday-2
Redhall House Avenue  	 wednesday-1
Redhall House Close  	 wednesday-1
Redhall House Drive  	 wednesday-1
Redhall Place  	 wednesday-2
Redhall Road  	 wednesday-2
Redhall View  	 thursday-2
Regent Place  	 thursday-1
Regent Street  	 friday-2
Regent Terrace  	 thursday-1
Regis Court  	 wednesday-1
Reid Terrace  	 tuesday-2
Relugas Gardens  	 tuesday-2
Relugas Place  	 tuesday-2
Relugas Road  	 tuesday-2
Restalrig Avenue  	 tuesday-1
Restalrig Circus  	 wednesday-1
Restalrig Crescent  	 wednesday-1
Restalrig Drive  	 tuesday-1
Restalrig Gardens  	 thursday-1
Restalrig Road  	 wednesday-1
Restalrig Square  	 thursday-2
Restalrig Terrace  	 thursday-2
Reynolds Road  	 thursday-2
Riccarton Avenue  	 friday-2
Riccarton Crescent  	 friday-2
Riccarton Drive  	 friday-2
Riccarton Grove  	 friday-2
Riccarton Mains Road  	 friday-2
Richmond Terrace  	 wednesday-1
Riding Park  	 wednesday-1
Rintoul Place  	 tuesday-2
Riselaw Crescent  	 thursday-2
Riselaw Place  	 thursday-2
Riselaw Road  	 thursday-2
Riselaw Terrace  	 thursday-2
Riversdale Crescent  	 wednesday-1
Riversdale Grove  	 wednesday-1
Riversdale Road  	 wednesday-1
Riverside  	 wednesday-2
Robb's Loan  	 friday-2
Robert Burns Drive  	 friday-1
Rocheid Park  	 friday-1
Rochester Terrace  	 tuesday-2
Roddinglaw Road  	 tuesday-1
Rodney Street  	 tuesday-2
Rona Avenue  	 wednesday-2
Rose Lane  	 wednesday-1
Rosebank Cottages  	 wednesday-1
Rosebank Gardens  	 wednesday-1
Rosebank Grove  	 wednesday-1
Rosebank Road  	 wednesday-1
Rosebery Avenue  	 wednesday-1
Rosebery Court  	 wednesday-1
Rosebery Crescent  	 tuesday-1
Rosebery Crescent Lane  	 wednesday-1
Roseburn Avenue  	 tuesday-1
Roseburn Cliff  	 tuesday-1
Roseburn Crescent  	 tuesday-1
Roseburn Drive  	 tuesday-1
Roseburn Place  	 tuesday-1
Roseburn Street  	 tuesday-1
Roseburn Terrace  	 wednesday-1
Rosefield Avenue  	 friday-2
Rosefield Avenue Lane  	 friday-2
Rosefield Place  	 friday-2
Rosefield Street  	 friday-2
Roseneath Street  	 wednesday-1
Roseneath Terrace  	 wednesday-1
Roseville Gardens  	 tuesday-1
Ross Gardens  	 tuesday-1
Ross Place  	 tuesday-1
Ross Road  	 wednesday-2
Rosshill Terrace  	 wednesday-1
Rosslyn Crescent  	 friday-1
Rosslyn Terrace  	 friday-1
Rothesay Terrace  	 tuesday-1
Roull Grove  	 tuesday-2
Roull Place  	 tuesday-2
Roull Road  	 tuesday-2
Rowallan Court  	 friday-2
Rowantree Avenue  	 wednesday-1
Rowantree Grove  	 wednesday-1
Rowieston Drive  	 wednesday-2
Roxburgh Street  	 wednesday-2
Royal Circus  	 tuesday-2
Royal Crescent  	 tuesday-2
Royal Park Terrace  	 thursday-1
Royal Terrace  	 thursday-1
Royston Mains Avenue  	 friday-2
Royston Mains Crescent  	 friday-2
Royston Mains Gardens  	 friday-2
Royston Mains Green  	 friday-2
Royston Mains Place  	 friday-2
Royston Mains Road  	 friday-2
Royston Mains Street  	 friday-2
Royston Terrace  	 friday-1
Russell Place  	 tuesday-1
Rustic Cottages  	 tuesday-2
Rutherford Drive  	 friday-1
Ruthven Place  	 friday-1
Ryehill Avenue  	 thursday-2
Ryehill Gardens  	 thursday-2
Ryehill Grove  	 thursday-2
Ryehill Place  	 thursday-2
Ryehill Terrace  	 thursday-2
Saddle Tree Loan  	 friday-1
Salisbury Road  	 thursday-1
Salmond Place  	 thursday-1
Salvesen Crescent  	 tuesday-2
Salvesen Gardens  	 tuesday-2
Salvesen Grove  	 tuesday-2
Salvesen Terrace  	 tuesday-2
Sandercombe Drive  	 tuesday-2
Sandford Gardens  	 wednesday-1
Sandstone Crescent  	 thursday-1
Sassoon Grove  	 thursday-1
Saughton Avenue  	 friday-2
Saughton Crescent  	 wednesday-1
Saughton Gardens  	 wednesday-1
Saughton Grove  	 wednesday-1
Saughton Loan  	 wednesday-1
Saughton Mains Bank  	 tuesday-2
Saughton Mains Drive  	 wednesday-2
Saughton Mains Gardens  	 tuesday-2
Saughton Mains Grove  	 wednesday-2
Saughton Mains Loan  	 wednesday-2
Saughton Mains Terrace  	 tuesday-2
Saughton Park  	 wednesday-1
Saughton Road North  	 thursday-1
Saughtonhall Avenue  	 wednesday-1
Saughtonhall Avenue West  	 wednesday-1
Saughtonhall Circus  	 wednesday-1
Saughtonhall Crescent  	 wednesday-1
Saughtonhall Drive  	 wednesday-1
Saughtonhall Gardens  	 wednesday-1
Saughtonhall Grove  	 wednesday-1
Saughtonhall Place  	 wednesday-1
Saughtonhall Terrace  	 wednesday-1
Savile Place  	 tuesday-1
Savile Terrace  	 wednesday-2
Saxe-coburg Place  	 tuesday-2
Saxe-coburg Street  	 tuesday-2
Saxe-coburg Terrace  	 tuesday-2
Scald Law Drive  	 tuesday-2
Scanlan Street  	 thursday-1
School Brae  	 wednesday-1
Sciennes Gardens  	 wednesday-1
Sciennes Hill Place  	 wednesday-1
Sciennes Road  	 wednesday-1
Scone Gardens  	 thursday-2
Scotland Street  	 tuesday-2
Scotstoun Avenue  	 tuesday-2
Scotstoun Green  	 tuesday-2
Scotstoun Park  	 tuesday-2
Scott Street  	 tuesday-2
Seacot  	 thursday-2
Seafield Avenue  	 thursday-2
Seafield Road  	 wednesday-1
Seaforth Drive  	 wednesday-2
Seaview Crescent  	 tuesday-1
Seaview Terrace  	 tuesday-1
Seton Place  	 wednesday-1
Shale Road  	 thursday-2
Shandon Crescent  	 wednesday-1
Shandon Place  	 friday-1
Shandon Road  	 wednesday-1
Shandon Street  	 wednesday-1
Shandon Terrace  	 wednesday-1
Shandwick Place  	 wednesday-1
Shanter Way  	 friday-1
Shavelin Drive  	 thursday-1
Shaw's Place  	 thursday-1
Shaw's Street  	 thursday-1
Shaw's Terrace  	 thursday-1
Shearie Knowe Gardens  	 tuesday-2
Shiels Way  	 wednesday-1
Shore Road  	 wednesday-1
Shrub Mount  	 friday-2
Sidings Way  	 friday-2
Sighthill Crescent  	 thursday-2
Sighthill Drive  	 thursday-2
Sighthill Gardens  	 thursday-2
Sighthill Grove  	 thursday-2
Sighthill Loan  	 thursday-2
Sighthill Neuk  	 thursday-2
Sighthill Park  	 thursday-2
Sighthill Place  	 thursday-2
Sighthill Rise  	 thursday-1
Sighthill Road  	 thursday-2
Sighthill Street  	 thursday-2
Sighthill Terrace  	 thursday-2
Silverknowes Avenue  	 thursday-1
Silverknowes Bank  	 thursday-2
Silverknowes Brae  	 thursday-2
Silverknowes Court  	 thursday-2
Silverknowes Crescent  	 thursday-1
Silverknowes Dell  	 thursday-1
Silverknowes Drive  	 thursday-1
Silverknowes Eastway  	 thursday-2
Silverknowes Gardens  	 thursday-2
Silverknowes Green  	 thursday-2
Silverknowes Grove  	 thursday-2
Silverknowes Hill  	 thursday-1
Silverknowes Loan  	 thursday-1
Silverknowes Midway  	 thursday-2
Silverknowes Neuk  	 thursday-1
Silverknowes Parkway  	 thursday-2
Silverknowes Place  	 thursday-2
Silverknowes Road East  	 thursday-2
Silverknowes Road South  	 thursday-1
Silverknowes Southway  	 thursday-2
Silverknowes Terrace  	 thursday-1
Silverknowes View  	 thursday-2
Sinclair Place  	 wednesday-1
Skerryvore Loan  	 friday-2
Slaeside  	 thursday-1
Slateford Gait  	 wednesday-1
Sleigh Drive  	 wednesday-1
Sleigh Gardens  	 wednesday-1
Sloan Street  	 thursday-1
Smeaton Gardens  	 tuesday-2
Smith's Land  	 wednesday-1
Society Road  	 tuesday-1
Somerset Place  	 thursday-2
Somerville Road  	 wednesday-1
Sommerville Gardens  	 tuesday-2
South Barnton Avenue  	 thursday-1
South Beechwood  	 wednesday-1
South Elixa Place  	 wednesday-2
South Ettrick Road  	 friday-1
South Fort Street  	 friday-1
South Gayfield Lane  	 tuesday-2
South Gillsland Road  	 friday-1
South Gray Street  	 tuesday-1
South Gyle Gardens  	 tuesday-2
South Gyle Loan  	 friday-1
South Gyle Mains  	 friday-1
South Gyle Park  	 friday-1
South Gyle Wynd  	 friday-1
South Lauder Road  	 wednesday-1
South Laverockbank Avenue  	 tuesday-1
South Learmonth Avenue  	 thursday-2
South Learmonth Gardens  	 thursday-2
South Lorne Place  	 thursday-1
South Mellis Park  	 tuesday-1
South Morton Street  	 wednesday-1
South Oswald Road  	 tuesday-2
South Oxford Street  	 thursday-1
South Park  	 tuesday-1
South Parrotshot  	 thursday-1
South Scotstoun  	 tuesday-2
South Sloan Street  	 thursday-1
South Steil  	 tuesday-1
South Trinity Road  	 wednesday-1
Southfield Bank  	 friday-2
Southfield Farm Grove  	 thursday-2
Southfield Gardens East  	 friday-2
Southfield Gardens West  	 friday-2
Southfield Loan  	 friday-2
Southfield Road East  	 friday-2
Southfield Road West  	 friday-2
Southfield Square  	 friday-2
Southfield Terrace  	 friday-2
Southfield Villas  	 wednesday-1
Southhouse Avenue  	 thursday-2
Southhouse Brae  	 thursday-2
Southhouse Broadway  	 thursday-2
Southhouse Close  	 thursday-2
Southhouse Crescent  	 thursday-2
Southhouse Crossway  	 thursday-2
Southhouse Drive  	 thursday-2
Southhouse Gardens  	 thursday-2
Southhouse Grove  	 thursday-2
Southhouse Loan  	 thursday-2
Southhouse Place  	 thursday-2
Southhouse Road  	 thursday-2
Southhouse Terrace  	 thursday-2
Southhouse Walk  	 thursday-2
Soutra Road  	 wednesday-2
Spa Place  	 friday-2
Spence Street  	 thursday-1
Spencer Place  	 tuesday-1
Spey Terrace  	 thursday-1
Spinner Lane  	 wednesday-2
Spottiswoode Road  	 wednesday-1
Spottiswoode Street  	 wednesday-1
Spring Gardens  	 thursday-1
Springfield  	 friday-1
Springfield Crescent  	 tuesday-1
Springfield Lea  	 tuesday-1
Springfield Place  	 tuesday-1
Springfield Road  	 tuesday-1
Springfield Street  	 friday-1
Springfield Terrace  	 tuesday-1
Springfield View  	 tuesday-1
Springvalley Gardens  	 wednesday-2
Springvalley Terrace  	 wednesday-2
Springwell Place  	 tuesday-1
Springwell Terrace  	 wednesday-1
Springwood Park  	 thursday-2
Spruce Way  	 wednesday-1
Spylaw Avenue  	 thursday-2
Spylaw Park  	 thursday-2
Spylaw Road  	 friday-1
Spylaw Street  	 thursday-1
St Bernard's Crescent  	 thursday-2
St Bernard's Row  	 tuesday-2
St Catherine's Gardens  	 friday-2
St Catherine's Place  	 wednesday-1
St Clair Avenue  	 thursday-1
St Clair Place  	 thursday-1
St Clair Road  	 thursday-1
St Clair Street  	 thursday-1
St Clair Terrace  	 thursday-1
St Fillan's Terrace  	 thursday-1
St Francis Way  	 tuesday-2
St John's Avenue  	 thursday-1
St John's Crescent  	 friday-2
St John's Gardens  	 thursday-1
St John's Terrace  	 thursday-1
St Katharine's Brae  	 wednesday-2
St Katharine's Crescent  	 wednesday-2
St Katharine's Loan  	 wednesday-2
St Leonard's Bank  	 wednesday-2
St Leonard's Hill  	 thursday-1
St Margaret's Place  	 wednesday-1
St Margaret's Road  	 tuesday-2
St Mark's Lane  	 friday-2
St Mark's Place  	 tuesday-1
St Martins Glebe  	 thursday-1
St Mary's Place  	 tuesday-1
St Ninian's Drive  	 friday-2
St Ninian's Road  	 friday-2
St Ninian's Terrace  	 thursday-1
St Peter's Place  	 tuesday-2
St Ronan's Terrace  	 thursday-1
St Stephen Place  	 tuesday-2
St Stephen Street  	 tuesday-2
St Teresa Place  	 friday-1
St Thomas Road  	 wednesday-1
Stair Park  	 tuesday-1
Stair Place  	 tuesday-2
Standingstane Road  	 tuesday-1
Stanedykehead  	 wednesday-2
Stanhope Place  	 wednesday-1
Stanhope Street  	 wednesday-1
Stanley Place  	 thursday-1
Stanley Road  	 tuesday-1
Stanley Street  	 wednesday-1
Stanwell Street  	 friday-1
Stapeley Avenue  	 tuesday-2
Starbank Road  	 tuesday-1
Stark's Cottages  	 tuesday-1
Station Loan  	 friday-1
Station Terrace  	 tuesday-1
Station View  	 wednesday-1
Stein Street  	 wednesday-1
Stenhouse Avenue  	 tuesday-2
Stenhouse Avenue West  	 tuesday-2
Stenhouse Cottages  	 tuesday-2
Stenhouse Crescent  	 tuesday-2
Stenhouse Drive  	 tuesday-2
Stenhouse Gardens  	 tuesday-2
Stenhouse Gardens North  	 tuesday-2
Stenhouse Grove  	 tuesday-2
Stenhouse Mill Crescent  	 wednesday-1
Stenhouse Mill Lane  	 wednesday-1
Stenhouse Place East  	 tuesday-2
Stenhouse Place West  	 tuesday-2
Stenhouse Road  	 tuesday-2
Stenhouse Street East  	 tuesday-2
Stenhouse Street West  	 tuesday-2
Stenhouse Terrace  	 tuesday-2
Stennis Gardens  	 friday-2
Stevenson Avenue  	 friday-2
Stevenson Drive  	 tuesday-2
Stevenson Grove  	 friday-2
Stevenson Road  	 friday-2
Stevenson Terrace  	 friday-2
Stewart Avenue  	 wednesday-1
Stewart Clark Avenue  	 wednesday-1
Stewart Crescent  	 wednesday-1
Stewart Gardens  	 wednesday-1
Stewart Road  	 wednesday-1
Stillhouse Loan  	 thursday-1
Stoneycroft Road  	 tuesday-1
Stoneyflatts  	 tuesday-1
Stoneyflatts Crescent  	 tuesday-1
Stoneyflatts Park  	 tuesday-1
Strachan Gardens  	 friday-1
Strachan Road  	 friday-1
Straiton Place  	 friday-2
Strathalmond Court  	 tuesday-1
Strathalmond Green  	 tuesday-1
Strathalmond Park  	 tuesday-1
Strathalmond Road  	 tuesday-1
Strathearn Place  	 tuesday-2
Strathearn Road  	 tuesday-2
Strathfillan Road  	 tuesday-2
Stuart Crescent  	 thursday-2
Stuart Green  	 thursday-2
Stuart Park  	 thursday-2
Stuart Wynd  	 thursday-2
Succoth Avenue  	 tuesday-1
Succoth Gardens  	 tuesday-1
Succoth Park  	 tuesday-1
Succoth Place  	 tuesday-1
Suffolk Road  	 tuesday-1
Suffolk Road Lane  	 tuesday-1
